company	current_location	ssn	name	mail	user_id	residence	username	birthdate	address	registration	blood_group	station_ID
Costela Almeida S/A		73084621969	Mirella Cavalcanti	xteixeira@gmail.com	1435		mariana99	2010-06-08	"Lago Nunes, 664
Novo Tupi
00848544 Ramos de Minas / AL"	30 Nov 2020	A-	534
株式会社中川情報	(Decimal('-17.851404'), Decimal('-108.663637'))	603-15-3203	鈴木 千代	ikedarei@gmail.com	442		itoyuta		神奈川県印西市東浅草41丁目12番19号 幸手クレスト690	07/31/2019, 00:00:00	O-	460
Salata, Nonis e Pontecorvo e figli	(Decimal('-1.736392'), Decimal('-1.536888'))	RRNNNI07A16F213Z	Sig. Fausto Chiappetta	donna37@tin.it	691		canilantonello			2022-04-24	A+	411
中川食品合同会社	(Decimal('65.7448485'), Decimal('94.690687'))	324-59-6004	林 拓真	kenichi36@hotmail.com	1474		pmaeda	2020-05-20	神奈川県福生市轟9丁目9番17号 松石アーバン237	11 Dec 2018	A+	68
Vieira Ltda.	(Decimal('-46.659306'), Decimal('175.268902'))	13795402670	Laís Alves	liz39@gmail.com	2		araujoenrico		"Área Araújo, 74
Conjunto Celso Machado
33577-964 Fernandes Alegre / RN"	24 Jul 2025	A+	225
Querini Group	(Decimal('-52.6655735'), Decimal('5.180097'))	BNDJLD15M19F703G	Geronimo Iannuzzi-Missoni	gioffreficino@tin.it	230		tbellini	1976-06-03	"Vicolo Battaglia, 0
40051, Malalbergo (BO)"	03/13/2025, 00:00:00	O-	158
Calbo-Guidotti Group	(Decimal('76.213908'), Decimal('177.652764'))	MTUCTN60L03B251P	Fabio Castelli	barbarigotullio@gmail.com	1592		piergiuseppe42		"Borgo Romina, 87 Piano 7
72027, San Pietro Vernotico (BR)"	06/16/2020, 00:00:00	AB-	237
Silva	(Decimal('-40.022816'), Decimal('-66.951633'))	45602819711	Milena Rezende	costelaana-livia@hotmail.com	1843		bellapires		"Chácara Olívia Castro, 17
Universitário
95537-169 Costela / TO"	04/26/2020, 00:00:00	A+	278
高橋農林株式会社	(Decimal('-16.471430'), Decimal('114.682620'))	880-56-8874	伊藤 翔太	maiyamaguchi@yahoo.com	1067		okadasatomi	1951-03-09	北海道山武郡芝山町押上5丁目14番12号	2020-03-20	AB+	230
Bartlett and Sons	(Decimal('-31.7519975'), Decimal('-124.629829'))	013-02-0408	Kathy Hansen	lnicholson@gmail.com	867		markhobbs	1933-04-26	"89661 Christopher Radial Suite 910
New Johnmouth, ND 28654"	2020/09/30	A-	515
近藤銀行株式会社	(Decimal('67.034004'), Decimal('-119.055891'))	371-34-1502	三浦 花子	etakahashi@hotmail.com	112		yosuke39	2007-11-01		2020-06-12	AB-	153
Luxardo-Serraglio SPA	(Decimal('-78.444688'), Decimal('-55.050355'))	DNZVTR27L42G130A	Donatello Garrone	biagioschiavone@gmail.com	849		zborsellino	1993-07-17		2023/03/23	B-	577
有限会社田中水産	(Decimal('-14.316331'), Decimal('76.108250'))	031-61-2658	井上 加奈	tomoya40@yahoo.com	1200		takuma01	1995-11-05		2024/07/15	O+	181
Kohl KG	(Decimal('32.546483'), Decimal('-121.041479'))	860-98-4086	Herr Abdullah Dobes	john40@aol.de	735		mroskoth		"Jaqueline-Mitschke-Straße 6/5
83959 Ebermannstadt"	2020-01-07	AB+	240
Pires	(Decimal('66.613114'), Decimal('-83.618606'))	83012597441	José Pedro Cavalcante	albuquerqueisis@ig.com.br	281		ramosmanuela		"Alameda de Almeida, 382
Boa Vista
58915393 Albuquerque de Minas / SC"	27 Mar 2021	A-	267
Haase	(Decimal('28.606164'), Decimal('19.307794'))	924-56-6592	Jorge Stahr	haeringroger@web.de	1483		rupert73		"Häringgasse 6021
14837 Luckau"	11 Dec 2019	B+	675
Kensy Rogner GmbH & Co. OHG	(Decimal('-58.6335935'), Decimal('102.321733'))	922-50-1409	Mahmut Koch II	hartungelfriede@aol.de	1462		viktoria74		"Inga-Tlustek-Weg 56-64
99377 Wertingen"	03/26/2022, 00:00:00	O+	607
Ross, Calhoun and Green	(Decimal('22.5274635'), Decimal('-48.389994'))	273-29-4720	Douglas Cooper	elizabeth41@hotmail.com	1066		robinmiller	2008-06-06		21 Nov 2023	AB+	438
Aragão	(Decimal('50.4658925'), Decimal('-105.768204'))	05396824115	Gustavo das Neves	nicolascavalcanti@gmail.com	1968		mourarhavi	1979-05-01		03/30/2020, 00:00:00	B+	390
佐藤農林有限会社	(Decimal('-48.9007535'), Decimal('-21.609752'))	765-33-9191	阿部 智也	ayamashita@gmail.com	203		takahashinaoki	1935-03-10	大阪府羽村市三筋29丁目10番20号	2024-03-20	AB-	2
Baker, Hunt and Garcia	(Decimal('-30.9675085'), Decimal('5.497609'))	359-63-8642	Douglas Lopez Jr.	mooredustin@yahoo.com	624		luisphelps		"USS Mcguire
FPO AP 25943"	02 Jul 2020	A-	132
Galtarossa-Molesini SPA	(Decimal('-7.584494'), Decimal('173.172731'))	CRDLRI20C12B034I	Gianfranco Cortese	tomasettiippazio@tiscali.it	918		qbranciforte	1949-10-20	"Vicolo Sebastiano, 81 Piano 3
62039, Visso (MC)"	08 Nov 2024	B+	183
Castro S/A	(Decimal('-62.4020065'), Decimal('140.749069'))	08394725104	João Guilherme Costela	maria-julia80@yahoo.com.br	1138		liam65		"Feira Júlia Pereira
Cidade Jardim Taquaril
74054-295 Ramos da Mata / SC"	06/26/2024, 00:00:00	AB+	335
Miller-Patterson	(Decimal('36.1113335'), Decimal('177.874545'))	426-60-5769	David Orr	ortizjanet@yahoo.com	565		kmiller	1937-09-11	"380 Steven Stream
Bryanborough, VI 88528"	2023/08/09	B+	283
Oliveira	(Decimal('-38.781556'), Decimal('95.046178'))	51796048348	Ana Lívia Souza	nsouza@ig.com.br	1486		castroenrico		"Praça Ana Luiza Novais, 17
Álvaro Camargos
81227-021 da Cruz / MS"	15 Jun 2020	AB+	381
Traetta e figli	(Decimal('-56.189204'), Decimal('118.743693'))	CTRNGN65A09I643T	Amalia Sauro	renaultfiamma@libero.it	2132		elisa28	1932-10-05	"Borgo Tozzi, 264 Piano 5
06129, Perugia (PG)"	2024/05/29	AB+	230
Winkler Buchholz Stiftung & Co. KG	(Decimal('-21.851392'), Decimal('-105.028763'))	518-53-7763	Holger Fröhlich B.Sc.	zenta16@hotmail.de	1901		julius50	1989-11-23	"Raphaela-Atzler-Weg 6/5
46144 Stadtroda"	05/03/2025, 00:00:00	A-	700
有限会社松田ガス	(Decimal('-11.8600485'), Decimal('125.867168'))	211-84-2098	林 修平	ssuzuki@yahoo.com	491		kenichiishikawa		宮城県横浜市西区西川39丁目21番12号	2021/08/04	B+	589
Vismara, Borromini e Pometta Group	(Decimal('-65.605718'), Decimal('73.621387'))	FSCDNI29C18F379Q	Ignazio Maggioli	xtamburini@tim.it	1771		greggiolisa	1935-08-13	"Viale Saffi, 995
43038, San Vitale Di Baganza (PR)"	2020/11/28	A-	480
Cavalcanti	(Decimal('-85.9288445'), Decimal('9.263812'))	50619732830	Alice Cirino	lopesana-livia@uol.com.br	1107		sampaiofrancisco		"Avenida Cavalcante, 807
Vila Primeiro De Maio
01578842 Mendonça da Praia / AP"	2019-04-19	AB-	172
Long-Mercer		339-33-9183	Matthew Ryan	stephanie92@hotmail.com	926		joseph16		"839 Christian Pines Suite 771
South Jessica, WA 84062"	09/24/2020, 00:00:00	B+	566
Agnesi, Federici e Schiaparelli Group	(Decimal('16.019301'), Decimal('-42.437293'))	ZBRNNS90E24D441K	Arnaldo Brugnaro	liguoribettina@gmail.com	782		venierannamaria	1948-10-03	"Piazza Ferrata, 67
29013, Carpaneto Piacentino (PC)"	2021/11/09	AB-	252
Schulz GmbH	(Decimal('28.3079515'), Decimal('94.817906'))	282-75-3777	Claas Heintze-Eimer	cgorlitz@aol.de	1700		susanroemer		"Hübelplatz 4
65109 Weißenfels"	02/22/2023, 00:00:00	B-	607
Dobes Mosemann e.V.	(Decimal('87.7292165'), Decimal('35.854922'))	380-57-8198	Willfried Neureuther	igor94@web.de	765		gottholdweinhage	1959-01-07	"Björn-Gutknecht-Allee 51-20
69036 Crailsheim"	23 Jul 2021	A-	66
Gehringer	(Decimal('59.428634'), Decimal('-68.883555'))	057-10-1480	Theo Oestrovsky B.A.	hannes60@gmail.com	723		herma63		"Miguel-Nette-Gasse 7-4
75365 Euskirchen"	11/07/2022, 00:00:00	AB-	232
Schüler Hübel GmbH & Co. KG	(Decimal('43.273378'), Decimal('129.840536'))	301-30-8643	Cynthia Weinhold	mareen13@yahoo.de	1530		rosalie16			2022/06/23	B+	210
Rodriguez-Bartlett	(Decimal('84.5555625'), Decimal('77.422956'))	473-34-7191	Sarah Rogers	nicoleprince@gmail.com	1841		patrick58		"093 Romero Centers Suite 889
West Sharon, ND 03267"	2019/11/08	B-	701
Briemer	(Decimal('-52.314671'), Decimal('-128.547369'))	335-62-0534	Paulina Reinhardt B.Sc.	margrafheribert@gmail.com	682		sandy71		"Leni-Bruder-Gasse 6061
20520 Neustadtner Waldnaab"	27 Dec 2023	O+	592
Argenti s.r.l.		VLGTTR41L65D770R	Dott. Amedeo Mimun	albericoveneziano@vodafone.it	1655		gemma33	2007-02-24	"Incrocio Sollima, 5 Piano 7
00079, Colle Di Fuori (RM)"	2025/03/21	B+	148
Langern e.V.	(Decimal('-84.460946'), Decimal('-91.467557'))	712-24-8972	Alf Langern MBA.	tadeusz05@googlemail.com	1823		birgergnatz	1975-04-11	"Gertraut-Bonbach-Platz 58/24
97640 Haldensleben"	11 May 2022	B+	23
Spieß Mude KG	(Decimal('-46.029511'), Decimal('157.573507'))	630-42-8158	Marga Wiek	reinhardtwerner@aol.de	1709		janus99		"Schinkestr. 9906
78114 Leipziger Land"	04/24/2025, 00:00:00	AB+	186
Dulbecco SPA	(Decimal('47.4342635'), Decimal('92.776958'))	SLMLLN73R18A891P	Matilda Majorana	laratroisi@tele2.it	306		bmocenigo		"Via Bertoni, 46
26028, Sesto Cremonese (CR)"	2025/08/12	B+	146
Fernandes da Paz e Filhos	(Decimal('2.5737945'), Decimal('127.466274'))	81735609439	Mariana Cardoso	sfarias@bol.com.br	993		isadora42	1921-12-09	"Largo Souza, 8
Vila Jardim Leblon
01712-429 Porto / AP"	07/04/2022, 00:00:00	AB+	326
Eimer e.G.	(Decimal('-18.802813'), Decimal('116.407817'))	983-83-4412	Prof. Kirstin Käster	jhoefig@gmx.de	1313		pergandemaik		"Beata-Schleich-Weg 79
07625 Euskirchen"	09/21/2025, 00:00:00	B+	683
Floyd, Barnett and Griffith	(Decimal('-72.181382'), Decimal('-173.843936'))	833-09-1925	Jeremy Kennedy	garzajohn@gmail.com	1636		wpayne			24 Apr 2025	O+	0
Farias	(Decimal('57.960515'), Decimal('99.823788'))	73654102999	Diego da Cruz	luaraaraujo@uol.com.br	1859		esterrodrigues	1959-06-10	"Jardim de Novais, 3
João Paulo Ii
68221611 Cunha de das Neves / CE"	05/24/2024, 00:00:00	B-	120
高橋農林合同会社	(Decimal('70.979423'), Decimal('-55.581137'))	626-92-8591	福田 京助	usato@gmail.com	205		mwatanabe	1994-04-24	高知県香取郡多古町吾妻橋7丁目16番14号 コート下吉羽749	2023/05/21	AB-	319
Zola SPA	(Decimal('44.2350615'), Decimal('-132.406196'))	MNNTLC12H60D465D	Rosina Stein	murialdovittorio@hotmail.com	1607		cliguori			22 Feb 2021	A+	403
山口鉱業合同会社	(Decimal('64.467855'), Decimal('-1.916927'))	191-29-2573	鈴木 英樹	taichi35@hotmail.com	1109		yamadamituru		岐阜県足立区東和町30丁目6番15号	2019-06-04	B-	75
Morrow Group	(Decimal('2.1841545'), Decimal('178.462687'))	767-30-0571	James Smith	jacob37@gmail.com	1972		brianlozano		"588 James Plaza Apt. 376
Powellside, HI 52498"	11/30/2020, 00:00:00	AB+	442
Casey, Ramsey and Perry	(Decimal('65.8102615'), Decimal('-2.025770'))	165-27-5766	Lisa Chase	xgarcia@hotmail.com	921		daniel33	1930-05-14	"021 Robert Camp Apt. 371
Benjaminshire, VT 40988"	2023/03/09	AB-	615
小林電気合同会社	(Decimal('-57.003066'), Decimal('102.468064'))	386-49-5750	佐藤 くみ子	takuma86@gmail.com	550		ksaito			02/15/2022, 00:00:00	B+	655
Correia da Conceição e Filhos	(Decimal('55.3467895'), Decimal('-139.927019'))	90548327114	Sr. Miguel da Conceição	uda-paz@uol.com.br	149		yda-paz	1948-09-30	"Condomínio Nathan Marques
Garças
75813-865 Duarte de Minas / AM"	2020/07/15	AB-	654
Piccinni, Fibonacci e Bramante s.r.l.	(Decimal('72.501698'), Decimal('-102.154514'))	NSTVNI20D67C474H	Irma Aulenti	wbazzi@outlook.com	603		cainerodonatella		"Strada Maurilio, 640
09073, Cuglieri (OR)"	07/31/2023, 00:00:00	A-	490
Modiano, Lovato e Ciampi e figli	(Decimal('73.1727905'), Decimal('53.861600'))	BRSNNR09R30F006S	Temistocle Gori	lazzaro33@hotmail.it	1962		allegra61		"Vicolo Querini, 9
89033, Bova (RC)"	2024/01/21	B-	623
Sermonti, Boito e Borroni SPA	(Decimal('66.746065'), Decimal('-48.871707'))	BGTPNI68A13H439F	Gioachino Alboni	arnaldo32@tele2.it	93		catalanopaoletta		"Borgo Luchino, 90 Appartamento 1
60030, Poggio San Marcello (AN)"	22 Feb 2023	B-	646
Ricci, Mazzanti e Inzaghi e figli	(Decimal('-69.3302275'), Decimal('-159.693886'))	CCRSLS12D66L302E	Venancio Agostini	ramona14@gmail.com	2019		marenziotelemaco			2025/04/25	B+	345
Souza	(Decimal('-38.023490'), Decimal('156.497181'))	09157824649	Valentim Brito	imoura@bol.com.br	331		cassianojade	1989-06-20	"Esplanada de Barros, 65
Vila De Sá
61087-422 Câmara do Sul / PR"	27 Feb 2025	AB+	254
Huber-Baker	(Decimal('65.4187935'), Decimal('-121.135317'))	328-19-5534	David Butler	rileyryan@hotmail.com	1206		qwilliams		"49284 Scott Extensions
East Garyburgh, PW 64524"	2019-04-13	AB-	381
Wilson, Koch and Owens	(Decimal('62.6089445'), Decimal('-4.005525'))	596-18-3844	Amber Silva	beckerdaniel@gmail.com	2160		john91	1966-11-23		08/23/2022, 00:00:00	A+	162
合同会社高橋印刷	(Decimal('22.079006'), Decimal('-38.058732'))	517-79-3351	鈴木 零	tarofujiwara@gmail.com	803		nnakamura			2023-11-22	B-	9
Nogueira Moreira e Filhos	(Decimal('8.404603'), Decimal('-176.390685'))	25364791882	Emanuella Aragão	enzonunes@uol.com.br	558		davisantos		"Campo Enrico Aragão, 73
Cardoso
42713-172 Caldeira de Moreira / SP"	17 May 2022	AB-	171
Meyer	(Decimal('-12.359891'), Decimal('-82.688327'))	352-60-5080	Wolfgang Döhn	aleksander70@googlemail.com	1042		upatberg	1942-11-02	"Magdalena-Bachmann-Gasse 2
90867 Calau"	19 Oct 2022	B-	684
Mckenzie, Chandler and Simmons	(Decimal('-28.626122'), Decimal('31.431612'))	552-03-9980	Mary Chandler	rgreen@hotmail.com	534		rheath			2021-07-25	B+	631
Rios Freitas - EI	(Decimal('35.5230095'), Decimal('12.771756'))	47216508920	Enzo Gabriel Almeida	vianalaura@hotmail.com	2139		cauamartins	1919-11-07	"Viela Maria Alice Cirino, 49
Gutierrez
50031-961 Borges / RO"	2024/03/26	B-	697
Arnold-Turner	(Decimal('11.042213'), Decimal('-130.427293'))	375-99-8470	Jessica White	johnsonsteven@hotmail.com	2125		baxterdavid	1912-01-17	"38522 Matthew Ferry
Samuelfort, CA 22518"	14 Jul 2023	AB+	484
Römer	(Decimal('4.1730335'), Decimal('-83.404153'))	280-71-1175	Heribert Ullrich MBA.	belaroerricht@web.de	426		karl-friedrichhande	1968-01-25		2020/08/05	A-	376
Rezende Barros Ltda.	(Decimal('-56.4405605'), Decimal('13.657762'))	46891230551	Manuella da Rosa	zsampaio@gmail.com	858		lorenzosousa	1963-12-18	"Distrito Cavalcante, 43
Cardoso
18617883 Pinto / CE"	20 Mar 2022	A-	83
Spallanzani e figli	(Decimal('21.938389'), Decimal('103.228688'))	TMSMNC46A24C388F	Maria Nicoletti-Scaramucci	petruccicostantino@outlook.com	736		travagliairma	1939-01-03	"Vicolo Pavarotti, 37 Piano 0
44011, Longastrino (FE)"	24 May 2021	B-	247
Siqueira Teixeira - ME	(Decimal('80.240843'), Decimal('-78.109322'))	83156094757	Ester Marques	juanrezende@uol.com.br	102		josue58			01/08/2024, 00:00:00	B+	270
Ehlert GmbH	(Decimal('25.843285'), Decimal('-55.706252'))	860-97-5584	Manuel Margraf	katarzynawarmer@hotmail.de	1068		kaethischinke	2013-04-19	"Fliegnergasse 9
36047 Mettmann"	01/01/2020, 00:00:00	O-	617
Preston, Levy and Farley	(Decimal('81.140934'), Decimal('-153.424359'))	044-52-0560	Tara Lindsey	billy30@hotmail.com	2168		walkerrobert	1943-06-25	"926 Brett Path Suite 869
New Dominicport, TN 46753"	2019-01-11	O+	492
Gomes Duarte Ltda.	(Decimal('-0.0870885'), Decimal('-44.432596'))	51248097360	Enrico Marques	alvesdante@bol.com.br	124		clarice60		"Vila Clarice Casa Grande, 29
União
41810756 Vasconcelos de Fernandes / AC"	2020/08/03	B+	685
Beyer GmbH	(Decimal('-67.9648825'), Decimal('169.976031'))	707-51-3423	Frau Caren Lehmann MBA.	nmoechlichen@gmail.com	1993		ignazsteckel		"Waltraut-Paffrath-Allee 2244
06630 Geithain"	10/07/2021, 00:00:00	O-	276
小川情報株式会社	(Decimal('46.5786615'), Decimal('57.647798'))	606-73-3259	加藤 真綾	mai65@gmail.com	365		manabumori	2011-06-05	新潟県横浜市都筑区白金台37丁目27番10号 箭坪パーク973	2021/06/03	O+	146
Macedo	(Decimal('53.9308795'), Decimal('76.836758'))	92847630104	Stephany Câmara	souzahadassa@uol.com.br	51		melina24			2023/02/01	B+	376
合同会社森印刷	(Decimal('-60.571370'), Decimal('125.872981'))	840-45-3103	佐藤 七夏	ftakahashi@hotmail.com	1396		suzukitakuma			03/19/2021, 00:00:00	B+	281
Patberg AG	(Decimal('-35.558110'), Decimal('-3.251587'))	228-54-1320	Rosa Caspar	rgrein-groth@yahoo.de	243		atzlerstanislav			2024/05/23	B+	629
Pechel	(Decimal('6.414002'), Decimal('-21.770929'))	231-61-6152	Ing. Senta Heintze	traude80@yahoo.de	1630		hkensy		"Spießring 0
81602 Säckingen"	08/25/2023, 00:00:00	O+	650
Herrmann Löffler AG	(Decimal('21.239182'), Decimal('-139.105506'))	933-99-6670	Herr Christian Vogt	gundelschottin@hotmail.de	1547		hanspetervan-der-dussen	1994-05-30		05 Oct 2023	B-	583
Ebert	(Decimal('89.291001'), Decimal('13.016442'))	580-56-3622	Hannah Bärer-van der Dussen	hertrampfdittmar@web.de	1857		mudehans	1949-05-17	"Wellerallee 6-6
93598 Miltenberg"	2020/04/01	A-	43
Viana	(Decimal('-8.5104985'), Decimal('-102.609281'))	21045369799	José Pires	hcampos@uol.com.br	1865		diegofernandes		"Parque de Silva, 7
Capitão Eduardo
44938-943 Vargas / SE"	13 Nov 2019	O+	588
Jimenez, Neal and Frazier	(Decimal('-46.2146185'), Decimal('-172.874104'))	818-35-2452	Melissa Moran	thompsoncarlos@yahoo.com	781		powersjillian		"371 Cook Course
North Carolynport, WY 23149"	2022/01/08	AB+	631
Kraus AG & Co. KG	(Decimal('10.7684745'), Decimal('99.483546'))	149-32-0868	Thorsten Bohnbach	guenter75@googlemail.com	1706		rouvenmosemann	1971-04-20		04/04/2019, 00:00:00	AB+	325
株式会社小林情報	(Decimal('-49.917186'), Decimal('89.177015'))	618-33-9487	中村 淳	nmatsuda@hotmail.com	755		yutainoue	1932-01-01	岐阜県文京区無栗屋27丁目27番6号	2021-06-01	A+	37
Marques - EI	(Decimal('33.341985'), Decimal('-21.048804'))	05162894702	Murilo Araújo	vieiranicole@gmail.com	673		hramos	1931-11-23		2020/07/08	A-	61
Gerlach Wieloch OHG mbH	(Decimal('7.102423'), Decimal('124.675448'))	976-10-4570	Magda Krause B.Eng.	meisterludger@gmail.com	1265		hartmut71		"Tlustekallee 7-1
81417 Bischofswerda"	02/01/2024, 00:00:00	B-	662
合同会社森食品	(Decimal('55.4870915'), Decimal('-159.871641'))	473-18-9084	中島 里佳	manabu87@gmail.com	95		yosuke28		神奈川県香取市細野10丁目14番13号 パレス竜泉792	14 Apr 2022	O-	691
Schomber Bohnbach GbR	(Decimal('64.596100'), Decimal('-145.873643'))	827-25-5130	Erhard Löchel-Meyer	lalbers@yahoo.de	1188		rognermadeleine		"Scheelallee 7571
78923 Herford"	12 Mar 2022	B+	552
Semitecolo-Monteverdi e figli	(Decimal('-24.6746775'), Decimal('148.253927'))	RSSVRN32B24E713Z	Dott. Mercedes Tafuri	berrepaulina@tele2.it	1578		einaudibettina	1989-09-27	"Strada Greggio, 4 Piano 4
84012, Angri (SA)"	2024-02-03	AB+	566
Weimer GmbH	(Decimal('-53.3220705'), Decimal('-173.058320'))	724-17-1685	Gülsen Killer B.Sc.	qneuschaefer@web.de	99		benderluzie		"Sigrun-Sauer-Gasse 14-55
90407 Meppen"	04/09/2019, 00:00:00	B+	486
Potts, Wade and Lopez	(Decimal('12.6272065'), Decimal('113.891240'))	050-20-7922	Amber Page	brittany34@gmail.com	1117		victoriawalker		"41679 Brooks Land Suite 022
East Carlmouth, WY 16666"	10 Jun 2019	B-	427
Velasquez-Cooke	(Decimal('-18.816501'), Decimal('51.294178'))	224-79-8187	Terry Collins	wallstimothy@gmail.com	1541		johnathan60	1943-01-17	"528 Hunter Mall Suite 470
East Robert, LA 23741"	2020-08-20	AB+	586
Meyer Bähr AG & Co. KG	(Decimal('17.8519725'), Decimal('146.700552'))	179-25-5708	William Bärer	louise84@yahoo.de	342		rita68	2003-05-02	"Carstenstr. 575
98891 Eisenberg"	2021-02-20	A-	523
Dobes KGaA	(Decimal('-87.237920'), Decimal('-53.148775'))	806-43-7334	Robert Hamann	fbuchholz@yahoo.de	1725		nradisch	1927-12-09	"Lea-Henschel-Gasse 9616
75868 Burgdorf"	2025-09-18	O-	87
Beer	(Decimal('79.765189'), Decimal('-42.842435'))	578-12-6613	Antonietta Freudenberger	veronikazobel@gmx.de	533		karl-hansrogge	2003-09-13	"Lorenz-Roht-Weg 506
55833 Kelheim"	11 Nov 2023	O+	150
株式会社阿部運輸	(Decimal('41.8464745'), Decimal('-166.260927'))	772-79-4243	木村 花子	yamamotorika@hotmail.com	1600		yuki39	1909-10-25	鳥取県稲城市睦17丁目13番10号 ハイツ日比谷公園161	2018/10/06	AB-	354
Crespi, Battelli e Geraci Group	(Decimal('-82.5873205'), Decimal('-178.736790'))	RRORNL17S15H838J	Cirillo Letta	tomasettieliana@gmail.com	1631		oscurofabrizio		"Vicolo Guarino, 38
03034, Casalvieri (FR)"	01/10/2022, 00:00:00	AB-	489
da Conceição Farias - ME	(Decimal('22.645779'), Decimal('173.006994'))	10936548720	Cecilia Vieira	borgeslara@hotmail.com	191		ceciliagarcia		"Estrada de Costa, 97
Cinquentenário
56433-209 Sá / RR"	2025-08-31	B-	35
合同会社佐藤通信	(Decimal('-56.690097'), Decimal('-140.619220'))	258-78-9762	佐藤 直人	kyosuke01@gmail.com	446		kkondo	1913-06-29	奈良県川崎市川崎区東神田24丁目19番9号 所野パレス068	2021/03/25	AB+	23
Machado	(Decimal('81.2929095'), Decimal('-48.056387'))	42705693874	Amanda Rodrigues	enrico39@hotmail.com	2015		cardosomaria-eduarda	1910-08-30	"Morro da Mata, 17
Apolonia
11625447 Gomes de da Mata / MS"	2020-04-23	O+	567
有限会社木村建設	(Decimal('82.513200'), Decimal('-149.010530'))	783-10-9120	村上 裕太	pikeda@hotmail.com	587		kyamamoto	1931-12-20	鳥取県東村山市柿木沢新田3丁目3番8号	14 Oct 2019	AB-	109
Correr-Pignatti e figli	(Decimal('75.470981'), Decimal('168.040250'))	GZZSBL77H25C067S	Matilda Combi	ktirabassi@fastwebnet.it	250		eleanora63		"Borgo Borsellino, 21
28019, Suno (NO)"	2020-04-16	O+	181
有限会社佐藤銀行	(Decimal('41.4022855'), Decimal('-41.586415'))	066-85-3057	井上 直人	rtanaka@gmail.com	1443		minoru87	1979-12-26	青森県長生郡長南町中三依41丁目24番7号	16 May 2022	AB+	262
Vecoli, Filogamo e Tartini s.r.l.	(Decimal('59.5061045'), Decimal('-131.978128'))	BNNTRT94P67H558S	Graziella Berrè	jolandaliguori@gmail.com	1621		tuzzolinogino		"Strada Emanuelli, 63 Piano 0
91029, Santa Ninfa (TP)"	22 Aug 2019	O+	656
Camilleri-Bosurgi SPA	(Decimal('-9.4500485'), Decimal('96.097678'))	RSLCCL61P22I470V	Pier Pizzo-Staglieno	sibiliaguglielmo@hotmail.it	1123		tassonigiustino		"Contrada Botticelli, 22 Piano 2
23811, Morterone (LC)"	23 Dec 2023	B-	427
Condoleo-Lettiere Group	(Decimal('-32.022891'), Decimal('-44.960798'))	FLRFRN08L52E908V	Dott. Gianpietro Casale	jolanda29@alice.it	2175		tina50		"Strada Petruzzi, 45
57127, Livorno (LI)"	2022/07/17	O-	230
Wagenknecht GbR	(Decimal('86.9699605'), Decimal('-81.067760'))	543-25-0779	Ibrahim Hornich	gerald01@googlemail.com	1634		jpechel		"Dörrring 5441
42979 Neunburg vorm Wald"	12/27/2022, 00:00:00	AB+	346
Sinisi Group	(Decimal('13.0375985'), Decimal('-24.801709'))	BTOSLO85R03E436G	Fausto Stoppani	sebastiano42@hotmail.it	1130		tullio51	1959-02-24		07/24/2025, 00:00:00	AB-	84
Kim-Morgan	(Decimal('-26.0564005'), Decimal('-146.423006'))	239-72-2697	David Phillips	loribell@gmail.com	2180		baileylaurie	1967-08-30	"3622 Spencer Vista
Wongbury, LA 57556"	24 Nov 2023	A+	155
合同会社佐藤印刷	(Decimal('41.4370595'), Decimal('-44.932317'))	862-03-7665	佐々木 裕太	naoko12@yahoo.com	514		yuki31	1987-03-09	三重県羽村市西川14丁目8番19号 クレスト長畑342	2020/01/25	AB+	133
Dippel	(Decimal('-85.517470'), Decimal('40.604111'))	031-87-1415	Radmila Stiffel	wwilmsen@gmx.de	1609		vogttimm	1915-10-17	"Rädelstraße 9/6
08633 Kelheim"	2023/06/13	B-	303
Staude	(Decimal('-66.656118'), Decimal('-74.963630'))	616-60-7057	Jo Krein-Grein Groth	horst-guenterhellwig@gmx.de	1981		pebert		"Bolnbachgasse 29-21
76966 Eisleben"	2022-01-29	B+	313
石井運輸株式会社	(Decimal('-44.251585'), Decimal('147.190263'))	766-21-4033	清水 裕太	gsuzuki@hotmail.com	1635		miki16		青森県八千代市隼町8丁目19番18号	2019-11-05	B-	329
山田食品有限会社	(Decimal('-60.839396'), Decimal('-149.711074'))	201-26-6972	高橋 さゆり	shoheisuzuki@gmail.com	207		tarowatanabe		石川県武蔵野市西神田9丁目22番17号 明石町パーク585	2022/10/14	O-	369
合同会社高橋電気	(Decimal('-75.051420'), Decimal('133.675420'))	739-83-0588	松本 花子	tanakaakira@gmail.com	494		lkato	1941-10-14	和歌山県町田市丸の内35丁目20番12号 外神田ハイツ737	2024-08-15	O+	220
有限会社伊藤印刷	(Decimal('75.1438965'), Decimal('-160.495127'))	246-70-6087	田中 康弘	qwatanabe@hotmail.com	1705		yoshidashota	2021-06-02	滋賀県大田区今戸9丁目20番11号	2020-12-08	O-	99
Käster GbR	(Decimal('22.6754335'), Decimal('72.306077'))	685-73-4502	Vincent Schuster	eileenstey@yahoo.de	1083		erichgierschner	1930-06-19	"Timm-Neuschäfer-Allee 55-37
04833 Waren"	10/28/2021, 00:00:00	B+	194
